-------- INFORMATION ON THE DATA ---------
Shapes
Train Data: (11652, 16, 250) Train Lable: (11652, 1)
Test Data: (456, 16, 250) Test Lable: (456, 1)
***********************************************************************************
Number of NANs in the data
Train Data: 0 Train Lable: 0
Test Data: 0 Test Lable: 0
***********************************************************************************
Some stats on the data
Number of 'non sick' samples: 6282
Count voltage values > 10,000: 0
Count voltage values < -10,000: 0
**************************************** FULL DATASET *******************************************
Number of 'sick' samples: 5826
Number of 'non sick' samples: 6282
Maximum Value in Data Set: 495.9776306152344
Minimum Value in Data Set: -451.3948059082031
Mean Value in Data Set: 0.01055003942350186
Standard Daviation in Data Set: 10.462239454536919
************************************* TRAINING DATASET **********************************************
Number of 'sick' samples: 5826
Number of 'non sick' samples: 5826
Maximum Value in Training Set: 495.9776306152344
Minimum Value in Data Set: -451.3948059082031
Mean Value in Data Set: 0.0105105659158945
Standard Daviation in Data Set: 10.546464067248305
*************************************** TESTING DATASET ********************************************
Number of 'sick' samples: 0
Number of 'non sick' samples: 456
Maximum Value in Testing Set: 95.08428192138672
Minimum Value in Data Set: -110.0872802734375
Mean Value in Data Set: 0.011558691420521463
Standard Daviation in Data Set: 8.01525741961634
epoch: 0, lr: 0.002, accuracy: tensor(0.5492, device='cuda:0'), loss: 0.6950429081916809, valid accuracy: tensor(0.1206, device='cuda:0')
epoch: 1, lr: 0.002, accuracy: tensor(0.6055, device='cuda:0'), loss: 0.6767191886901855, valid accuracy: tensor(0.2500, device='cuda:0')
epoch: 2, lr: 0.002, accuracy: tensor(0.6464, device='cuda:0'), loss: 0.7032981514930725, valid accuracy: tensor(0.3202, device='cuda:0')
epoch: 3, lr: 0.002, accuracy: tensor(0.6631, device='cuda:0'), loss: 0.5860967040061951, valid accuracy: tensor(0.5965, device='cuda:0')
epoch: 4, lr: 0.002, accuracy: tensor(0.6756, device='cuda:0'), loss: 0.5112102627754211, valid accuracy: tensor(0.5504, device='cuda:0')
epoch: 5, lr: 0.002, accuracy: tensor(0.6825, device='cuda:0'), loss: 0.4523353576660156, valid accuracy: tensor(0.3377, device='cuda:0')
epoch: 6, lr: 0.002, accuracy: tensor(0.6915, device='cuda:0'), loss: 0.5407846570014954, valid accuracy: tensor(0.3399, device='cuda:0')
epoch: 7, lr: 0.002, accuracy: tensor(0.6985, device='cuda:0'), loss: 0.7446690201759338, valid accuracy: tensor(0.5132, device='cuda:0')
epoch: 8, lr: 0.002, accuracy: tensor(0.6998, device='cuda:0'), loss: 0.5355260968208313, valid accuracy: tensor(0.4430, device='cuda:0')
epoch: 9, lr: 0.002, accuracy: tensor(0.7107, device='cuda:0'), loss: 0.45601820945739746, valid accuracy: tensor(0.5263, device='cuda:0')
epoch: 10, lr: 0.002, accuracy: tensor(0.7093, device='cuda:0'), loss: 0.43821123242378235, valid accuracy: tensor(0.1360, device='cuda:0')
epoch: 11, lr: 0.002, accuracy: tensor(0.7134, device='cuda:0'), loss: 0.6848487854003906, valid accuracy: tensor(0.5132, device='cuda:0')
epoch: 12, lr: 0.002, accuracy: tensor(0.7207, device='cuda:0'), loss: 0.5840286612510681, valid accuracy: tensor(0.2610, device='cuda:0')
epoch: 13, lr: 0.002, accuracy: tensor(0.7277, device='cuda:0'), loss: 0.49784040451049805, valid accuracy: tensor(0.1096, device='cuda:0')
epoch: 14, lr: 0.002, accuracy: tensor(0.7309, device='cuda:0'), loss: 0.5947501063346863, valid accuracy: tensor(0.2083, device='cuda:0')
epoch: 15, lr: 0.002, accuracy: tensor(0.7340, device='cuda:0'), loss: 0.7631281018257141, valid accuracy: tensor(0.1557, device='cuda:0')
epoch: 16, lr: 0.002, accuracy: tensor(0.7357, device='cuda:0'), loss: 0.6597578525543213, valid accuracy: tensor(0.2303, device='cuda:0')
epoch: 17, lr: 0.002, accuracy: tensor(0.7417, device='cuda:0'), loss: 0.4946368634700775, valid accuracy: tensor(0.4013, device='cuda:0')
epoch: 18, lr: 0.002, accuracy: tensor(0.7478, device='cuda:0'), loss: 0.4306448996067047, valid accuracy: tensor(0.5219, device='cuda:0')
epoch: 19, lr: 0.002, accuracy: tensor(0.7506, device='cuda:0'), loss: 0.4653710424900055, valid accuracy: tensor(0.2149, device='cuda:0')
epoch: 20, lr: 0.002, accuracy: tensor(0.7458, device='cuda:0'), loss: 0.5090939998626709, valid accuracy: tensor(0.3684, device='cuda:0')
epoch: 21, lr: 0.002, accuracy: tensor(0.7466, device='cuda:0'), loss: 0.7364791035652161, valid accuracy: tensor(0.1447, device='cuda:0')
epoch: 22, lr: 0.002, accuracy: tensor(0.7594, device='cuda:0'), loss: 0.4663938581943512, valid accuracy: tensor(0.2127, device='cuda:0')
epoch: 23, lr: 0.002, accuracy: tensor(0.7601, device='cuda:0'), loss: 0.5794797539710999, valid accuracy: tensor(0.3728, device='cuda:0')
epoch: 24, lr: 0.002, accuracy: tensor(0.7635, device='cuda:0'), loss: 0.5021100044250488, valid accuracy: tensor(0.4627, device='cuda:0')
epoch: 25, lr: 0.002, accuracy: tensor(0.7685, device='cuda:0'), loss: 0.438819020986557, valid accuracy: tensor(0.2171, device='cuda:0')
epoch: 26, lr: 0.002, accuracy: tensor(0.7716, device='cuda:0'), loss: 0.6117992997169495, valid accuracy: tensor(0.3070, device='cuda:0')
epoch: 27, lr: 0.002, accuracy: tensor(0.7777, device='cuda:0'), loss: 0.6553525328636169, valid accuracy: tensor(0.3114, device='cuda:0')
epoch: 28, lr: 0.002, accuracy: tensor(0.7746, device='cuda:0'), loss: 0.4236483871936798, valid accuracy: tensor(0.3399, device='cuda:0')
epoch: 29, lr: 0.002, accuracy: tensor(0.7774, device='cuda:0'), loss: 0.36895227432250977, valid accuracy: tensor(0.0877, device='cuda:0')
epoch: 30, lr: 0.002, accuracy: tensor(0.7847, device='cuda:0'), loss: 0.4881860911846161, valid accuracy: tensor(0.4035, device='cuda:0')
epoch: 31, lr: 0.002, accuracy: tensor(0.7781, device='cuda:0'), loss: 0.32093411684036255, valid accuracy: tensor(0.4211, device='cuda:0')
epoch: 32, lr: 0.002, accuracy: tensor(0.7928, device='cuda:0'), loss: 0.48412784934043884, valid accuracy: tensor(0.0526, device='cuda:0')
epoch: 33, lr: 0.002, accuracy: tensor(0.7925, device='cuda:0'), loss: 0.5475733280181885, valid accuracy: tensor(0.2610, device='cuda:0')
epoch: 34, lr: 0.002, accuracy: tensor(0.8005, device='cuda:0'), loss: 0.46306392550468445, valid accuracy: tensor(0.2807, device='cuda:0')
epoch: 35, lr: 0.002, accuracy: tensor(0.7981, device='cuda:0'), loss: 0.33698156476020813, valid accuracy: tensor(0.2434, device='cuda:0')
epoch: 36, lr: 0.002, accuracy: tensor(0.8087, device='cuda:0'), loss: 0.4779251515865326, valid accuracy: tensor(0.1360, device='cuda:0')
epoch: 37, lr: 0.002, accuracy: tensor(0.7987, device='cuda:0'), loss: 0.6022714972496033, valid accuracy: tensor(0.1996, device='cuda:0')
epoch: 38, lr: 0.002, accuracy: tensor(0.8048, device='cuda:0'), loss: 0.5898663997650146, valid accuracy: tensor(0.0855, device='cuda:0')
epoch: 39, lr: 0.002, accuracy: tensor(0.8072, device='cuda:0'), loss: 0.4426070749759674, valid accuracy: tensor(0.1206, device='cuda:0')
epoch: 40, lr: 0.002, accuracy: tensor(0.8150, device='cuda:0'), loss: 0.43987396359443665, valid accuracy: tensor(0.2500, device='cuda:0')
epoch: 41, lr: 0.002, accuracy: tensor(0.8214, device='cuda:0'), loss: 0.5502893924713135, valid accuracy: tensor(0.1842, device='cuda:0')
